nohup: ignoring input
/home/tanguy/5A/MLChallenge/venvMLChallenge/lib/python3.11/site-packages/torch/optim/lr_scheduler.py:60: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
  warnings.warn(
cuda
Mean: tensor([0.5652, 0.4507, 0.4434])
Std: tensor([0.2005, 0.1882, 0.1902])
Epoch [274/800], Training Loss: 0.4373, Training Accuracy: 82.87%, Validation Accuracy: 73.97%
Epoch [275/800], Training Loss: 0.4203, Training Accuracy: 84.33%, Validation Accuracy: 73.29%
Epoch [276/800], Training Loss: 0.4357, Training Accuracy: 82.87%, Validation Accuracy: 71.92%
Epoch [277/800], Training Loss: 0.4011, Training Accuracy: 86.09%, Validation Accuracy: 72.60%
Epoch [278/800], Training Loss: 0.4448, Training Accuracy: 84.19%, Validation Accuracy: 71.92%
Epoch [279/800], Training Loss: 0.4543, Training Accuracy: 82.72%, Validation Accuracy: 73.29%
Epoch [280/800], Training Loss: 0.4690, Training Accuracy: 83.16%, Validation Accuracy: 72.60%
Epoch [281/800], Training Loss: 0.4314, Training Accuracy: 83.60%, Validation Accuracy: 73.29%
Epoch [282/800], Training Loss: 0.4572, Training Accuracy: 81.99%, Validation Accuracy: 71.92%
Epoch [283/800], Training Loss: 0.4235, Training Accuracy: 82.87%, Validation Accuracy: 72.60%
Epoch [284/800], Training Loss: 0.4635, Training Accuracy: 82.14%, Validation Accuracy: 72.60%
Epoch [285/800], Training Loss: 0.4558, Training Accuracy: 81.70%, Validation Accuracy: 73.97%
Epoch [286/800], Training Loss: 0.5048, Training Accuracy: 80.67%, Validation Accuracy: 73.29%
Epoch [287/800], Training Loss: 0.4155, Training Accuracy: 83.89%, Validation Accuracy: 72.60%
Epoch [288/800], Training Loss: 0.4437, Training Accuracy: 83.46%, Validation Accuracy: 72.60%
Epoch [289/800], Training Loss: 0.4716, Training Accuracy: 81.70%, Validation Accuracy: 73.29%
Epoch [290/800], Training Loss: 0.4722, Training Accuracy: 82.72%, Validation Accuracy: 72.60%
Epoch [291/800], Training Loss: 0.4074, Training Accuracy: 84.33%, Validation Accuracy: 73.29%
Epoch [292/800], Training Loss: 0.4576, Training Accuracy: 81.55%, Validation Accuracy: 72.60%
Epoch [293/800], Training Loss: 0.4717, Training Accuracy: 83.02%, Validation Accuracy: 71.92%
Epoch [294/800], Training Loss: 0.4571, Training Accuracy: 83.16%, Validation Accuracy: 73.29%
Epoch [295/800], Training Loss: 0.4724, Training Accuracy: 81.70%, Validation Accuracy: 72.60%
Epoch [296/800], Training Loss: 0.4176, Training Accuracy: 85.07%, Validation Accuracy: 73.29%
Epoch [297/800], Training Loss: 0.4679, Training Accuracy: 80.82%, Validation Accuracy: 72.60%
Epoch [298/800], Training Loss: 0.4124, Training Accuracy: 84.92%, Validation Accuracy: 72.60%
Epoch [299/800], Training Loss: 0.4360, Training Accuracy: 85.21%, Validation Accuracy: 71.92%
Epoch [300/800], Training Loss: 0.4039, Training Accuracy: 84.92%, Validation Accuracy: 71.92%
Epoch [301/800], Training Loss: 0.4119, Training Accuracy: 85.51%, Validation Accuracy: 72.60%
Epoch [302/800], Training Loss: 0.4203, Training Accuracy: 84.48%, Validation Accuracy: 73.29%
Epoch [303/800], Training Loss: 0.4526, Training Accuracy: 82.58%, Validation Accuracy: 71.92%
Epoch [304/800], Training Loss: 0.4596, Training Accuracy: 82.28%, Validation Accuracy: 72.60%
Epoch [305/800], Training Loss: 0.4615, Training Accuracy: 82.58%, Validation Accuracy: 73.97%
Epoch [306/800], Training Loss: 0.4200, Training Accuracy: 84.33%, Validation Accuracy: 72.60%
Epoch [307/800], Training Loss: 0.4595, Training Accuracy: 82.72%, Validation Accuracy: 73.97%
Epoch [308/800], Training Loss: 0.4479, Training Accuracy: 82.14%, Validation Accuracy: 71.92%
Epoch [309/800], Training Loss: 0.4435, Training Accuracy: 82.14%, Validation Accuracy: 73.29%
Epoch [310/800], Training Loss: 0.3780, Training Accuracy: 85.51%, Validation Accuracy: 71.92%
Epoch [311/800], Training Loss: 0.4668, Training Accuracy: 81.55%, Validation Accuracy: 71.92%
Epoch [312/800], Training Loss: 0.4379, Training Accuracy: 84.19%, Validation Accuracy: 73.97%
Epoch [313/800], Training Loss: 0.4724, Training Accuracy: 82.43%, Validation Accuracy: 72.60%
Epoch [314/800], Training Loss: 0.4386, Training Accuracy: 83.89%, Validation Accuracy: 73.29%
Epoch [315/800], Training Loss: 0.4502, Training Accuracy: 81.99%, Validation Accuracy: 73.29%
Epoch [316/800], Training Loss: 0.4414, Training Accuracy: 83.89%, Validation Accuracy: 73.29%
Epoch [317/800], Training Loss: 0.4255, Training Accuracy: 83.75%, Validation Accuracy: 71.92%
Epoch [318/800], Training Loss: 0.4437, Training Accuracy: 83.31%, Validation Accuracy: 73.97%
Epoch [319/800], Training Loss: 0.4140, Training Accuracy: 86.24%, Validation Accuracy: 73.29%
Epoch [320/800], Training Loss: 0.4552, Training Accuracy: 83.60%, Validation Accuracy: 71.92%
Epoch [321/800], Training Loss: 0.4156, Training Accuracy: 85.36%, Validation Accuracy: 72.60%
Epoch [322/800], Training Loss: 0.4568, Training Accuracy: 81.41%, Validation Accuracy: 72.60%
Epoch [323/800], Training Loss: 0.4407, Training Accuracy: 82.28%, Validation Accuracy: 73.97%
Epoch [324/800], Training Loss: 0.4549, Training Accuracy: 81.11%, Validation Accuracy: 73.97%
Epoch [325/800], Training Loss: 0.4574, Training Accuracy: 82.58%, Validation Accuracy: 71.92%
Epoch [326/800], Training Loss: 0.4473, Training Accuracy: 80.53%, Validation Accuracy: 73.97%
Epoch [327/800], Training Loss: 0.4752, Training Accuracy: 83.89%, Validation Accuracy: 73.29%
Epoch [328/800], Training Loss: 0.4629, Training Accuracy: 82.14%, Validation Accuracy: 71.92%
Epoch [329/800], Training Loss: 0.4634, Training Accuracy: 83.75%, Validation Accuracy: 72.60%
Epoch [330/800], Training Loss: 0.4294, Training Accuracy: 83.60%, Validation Accuracy: 72.60%
Epoch [331/800], Training Loss: 0.4151, Training Accuracy: 83.75%, Validation Accuracy: 73.29%
Epoch [332/800], Training Loss: 0.4343, Training Accuracy: 84.19%, Validation Accuracy: 73.97%
Epoch [333/800], Training Loss: 0.4028, Training Accuracy: 84.77%, Validation Accuracy: 73.29%
Epoch [334/800], Training Loss: 0.4525, Training Accuracy: 84.19%, Validation Accuracy: 72.60%
Epoch [335/800], Training Loss: 0.4677, Training Accuracy: 81.41%, Validation Accuracy: 73.29%
Epoch [336/800], Training Loss: 0.4562, Training Accuracy: 82.14%, Validation Accuracy: 72.60%
Epoch [337/800], Training Loss: 0.4712, Training Accuracy: 81.99%, Validation Accuracy: 72.60%
Epoch [338/800], Training Loss: 0.4465, Training Accuracy: 82.87%, Validation Accuracy: 71.92%
Epoch [339/800], Training Loss: 0.4167, Training Accuracy: 84.33%, Validation Accuracy: 73.29%
Epoch [340/800], Training Loss: 0.4415, Training Accuracy: 82.14%, Validation Accuracy: 73.97%
Epoch [341/800], Training Loss: 0.4590, Training Accuracy: 83.02%, Validation Accuracy: 72.60%
Epoch [342/800], Training Loss: 0.4532, Training Accuracy: 81.55%, Validation Accuracy: 72.60%
Epoch [343/800], Training Loss: 0.4537, Training Accuracy: 82.72%, Validation Accuracy: 72.60%
Epoch [344/800], Training Loss: 0.4399, Training Accuracy: 83.60%, Validation Accuracy: 71.92%
Epoch [345/800], Training Loss: 0.4344, Training Accuracy: 84.33%, Validation Accuracy: 72.60%
Epoch [346/800], Training Loss: 0.4256, Training Accuracy: 83.16%, Validation Accuracy: 72.60%
Epoch [347/800], Training Loss: 0.4369, Training Accuracy: 82.58%, Validation Accuracy: 71.92%
Epoch [348/800], Training Loss: 0.4180, Training Accuracy: 85.65%, Validation Accuracy: 71.92%
Epoch [349/800], Training Loss: 0.4275, Training Accuracy: 84.04%, Validation Accuracy: 73.29%
Epoch [350/800], Training Loss: 0.4726, Training Accuracy: 82.87%, Validation Accuracy: 72.60%
Epoch [351/800], Training Loss: 0.4412, Training Accuracy: 82.14%, Validation Accuracy: 72.60%
Epoch [352/800], Training Loss: 0.4229, Training Accuracy: 83.16%, Validation Accuracy: 72.60%
Epoch [353/800], Training Loss: 0.4532, Training Accuracy: 83.16%, Validation Accuracy: 73.29%
Epoch [354/800], Training Loss: 0.4403, Training Accuracy: 83.75%, Validation Accuracy: 72.60%
Epoch [355/800], Training Loss: 0.4638, Training Accuracy: 83.31%, Validation Accuracy: 73.29%
Epoch [356/800], Training Loss: 0.4428, Training Accuracy: 82.72%, Validation Accuracy: 73.97%
Epoch [357/800], Training Loss: 0.4579, Training Accuracy: 84.19%, Validation Accuracy: 73.29%
Epoch [358/800], Training Loss: 0.4202, Training Accuracy: 84.19%, Validation Accuracy: 73.97%
Epoch [359/800], Training Loss: 0.4357, Training Accuracy: 84.33%, Validation Accuracy: 73.29%
Epoch [360/800], Training Loss: 0.3865, Training Accuracy: 86.68%, Validation Accuracy: 73.29%
Epoch [361/800], Training Loss: 0.4496, Training Accuracy: 82.72%, Validation Accuracy: 72.60%
Epoch [362/800], Training Loss: 0.4561, Training Accuracy: 82.87%, Validation Accuracy: 72.60%
Epoch [363/800], Training Loss: 0.4413, Training Accuracy: 82.87%, Validation Accuracy: 73.29%
Epoch [364/800], Training Loss: 0.4631, Training Accuracy: 82.14%, Validation Accuracy: 73.29%
Epoch [365/800], Training Loss: 0.4336, Training Accuracy: 83.16%, Validation Accuracy: 73.29%
Epoch [366/800], Training Loss: 0.4894, Training Accuracy: 81.84%, Validation Accuracy: 73.29%
Epoch [367/800], Training Loss: 0.4162, Training Accuracy: 84.04%, Validation Accuracy: 72.60%
Epoch [368/800], Training Loss: 0.4362, Training Accuracy: 83.89%, Validation Accuracy: 73.97%
Epoch [369/800], Training Loss: 0.4665, Training Accuracy: 80.82%, Validation Accuracy: 73.29%
Epoch [370/800], Training Loss: 0.4259, Training Accuracy: 84.48%, Validation Accuracy: 72.60%
Epoch [371/800], Training Loss: 0.4554, Training Accuracy: 83.02%, Validation Accuracy: 72.60%
Epoch [372/800], Training Loss: 0.4583, Training Accuracy: 81.99%, Validation Accuracy: 71.92%
Epoch [373/800], Training Loss: 0.4533, Training Accuracy: 81.41%, Validation Accuracy: 73.97%
Epoch [374/800], Training Loss: 0.4498, Training Accuracy: 84.04%, Validation Accuracy: 72.60%
Epoch [375/800], Training Loss: 0.4548, Training Accuracy: 82.72%, Validation Accuracy: 72.60%
Epoch [376/800], Training Loss: 0.4520, Training Accuracy: 82.43%, Validation Accuracy: 73.29%
Epoch [377/800], Training Loss: 0.4312, Training Accuracy: 84.19%, Validation Accuracy: 73.29%
Epoch [378/800], Training Loss: 0.4149, Training Accuracy: 85.21%, Validation Accuracy: 73.29%
Epoch [379/800], Training Loss: 0.4663, Training Accuracy: 83.16%, Validation Accuracy: 72.60%
Epoch [380/800], Training Loss: 0.4448, Training Accuracy: 84.19%, Validation Accuracy: 73.29%
Epoch [381/800], Training Loss: 0.4286, Training Accuracy: 84.19%, Validation Accuracy: 73.29%
Epoch [382/800], Training Loss: 0.4633, Training Accuracy: 82.43%, Validation Accuracy: 72.60%
Epoch [383/800], Training Loss: 0.4039, Training Accuracy: 84.48%, Validation Accuracy: 73.29%
Epoch [384/800], Training Loss: 0.4395, Training Accuracy: 83.31%, Validation Accuracy: 71.92%
Epoch [385/800], Training Loss: 0.4567, Training Accuracy: 80.82%, Validation Accuracy: 73.29%
Epoch [386/800], Training Loss: 0.4390, Training Accuracy: 83.60%, Validation Accuracy: 73.97%
Epoch [387/800], Training Loss: 0.4637, Training Accuracy: 81.99%, Validation Accuracy: 73.29%
Epoch [388/800], Training Loss: 0.4438, Training Accuracy: 83.31%, Validation Accuracy: 72.60%
Epoch [389/800], Training Loss: 0.4759, Training Accuracy: 81.84%, Validation Accuracy: 71.92%
Epoch [390/800], Training Loss: 0.4625, Training Accuracy: 83.46%, Validation Accuracy: 72.60%
Epoch [391/800], Training Loss: 0.4534, Training Accuracy: 83.75%, Validation Accuracy: 73.29%
Epoch [392/800], Training Loss: 0.4445, Training Accuracy: 83.75%, Validation Accuracy: 73.29%
Epoch [393/800], Training Loss: 0.4046, Training Accuracy: 86.53%, Validation Accuracy: 73.29%
Epoch [394/800], Training Loss: 0.4590, Training Accuracy: 83.16%, Validation Accuracy: 73.29%
Epoch [395/800], Training Loss: 0.4431, Training Accuracy: 82.28%, Validation Accuracy: 73.29%
Epoch [396/800], Training Loss: 0.3999, Training Accuracy: 85.36%, Validation Accuracy: 73.29%
Epoch [397/800], Training Loss: 0.4744, Training Accuracy: 80.97%, Validation Accuracy: 73.29%
Epoch [398/800], Training Loss: 0.4621, Training Accuracy: 83.60%, Validation Accuracy: 73.29%
Epoch [399/800], Training Loss: 0.4481, Training Accuracy: 83.31%, Validation Accuracy: 72.60%
Epoch [400/800], Training Loss: 0.4395, Training Accuracy: 83.75%, Validation Accuracy: 73.29%
Epoch [401/800], Training Loss: 0.4206, Training Accuracy: 83.16%, Validation Accuracy: 73.29%
Epoch [402/800], Training Loss: 0.4208, Training Accuracy: 84.92%, Validation Accuracy: 71.92%
Epoch [403/800], Training Loss: 0.4225, Training Accuracy: 85.07%, Validation Accuracy: 72.60%
Epoch [404/800], Training Loss: 0.4545, Training Accuracy: 82.87%, Validation Accuracy: 73.97%
Epoch [405/800], Training Loss: 0.4592, Training Accuracy: 82.28%, Validation Accuracy: 71.92%
Epoch [406/800], Training Loss: 0.4680, Training Accuracy: 83.46%, Validation Accuracy: 73.29%
Epoch [407/800], Training Loss: 0.4593, Training Accuracy: 80.38%, Validation Accuracy: 72.60%
Epoch [408/800], Training Loss: 0.4840, Training Accuracy: 80.67%, Validation Accuracy: 71.92%
Epoch [409/800], Training Loss: 0.4371, Training Accuracy: 83.89%, Validation Accuracy: 73.29%
Epoch [410/800], Training Loss: 0.4549, Training Accuracy: 82.58%, Validation Accuracy: 73.97%
Epoch [411/800], Training Loss: 0.4384, Training Accuracy: 82.14%, Validation Accuracy: 72.60%
Epoch [412/800], Training Loss: 0.4486, Training Accuracy: 84.33%, Validation Accuracy: 72.60%
Epoch [413/800], Training Loss: 0.4441, Training Accuracy: 85.07%, Validation Accuracy: 72.60%
Epoch [414/800], Training Loss: 0.4511, Training Accuracy: 81.99%, Validation Accuracy: 72.60%
Epoch [415/800], Training Loss: 0.4838, Training Accuracy: 81.41%, Validation Accuracy: 72.60%
Epoch [416/800], Training Loss: 0.4494, Training Accuracy: 82.14%, Validation Accuracy: 72.60%
Epoch [417/800], Training Loss: 0.4580, Training Accuracy: 82.58%, Validation Accuracy: 73.29%
Epoch [418/800], Training Loss: 0.4407, Training Accuracy: 83.60%, Validation Accuracy: 73.29%
Epoch [419/800], Training Loss: 0.4418, Training Accuracy: 83.60%, Validation Accuracy: 72.60%
Epoch [420/800], Training Loss: 0.4614, Training Accuracy: 82.43%, Validation Accuracy: 73.29%
Epoch [421/800], Training Loss: 0.4926, Training Accuracy: 81.41%, Validation Accuracy: 73.29%
Epoch [422/800], Training Loss: 0.4163, Training Accuracy: 83.46%, Validation Accuracy: 73.97%
Epoch [423/800], Training Loss: 0.4409, Training Accuracy: 84.77%, Validation Accuracy: 73.29%
Epoch [424/800], Training Loss: 0.4118, Training Accuracy: 84.63%, Validation Accuracy: 73.29%
Epoch [425/800], Training Loss: 0.4654, Training Accuracy: 84.19%, Validation Accuracy: 72.60%
Epoch [426/800], Training Loss: 0.4727, Training Accuracy: 82.28%, Validation Accuracy: 73.29%
Epoch [427/800], Training Loss: 0.4651, Training Accuracy: 83.02%, Validation Accuracy: 73.29%
Epoch [428/800], Training Loss: 0.4437, Training Accuracy: 83.60%, Validation Accuracy: 72.60%
Epoch [429/800], Training Loss: 0.4410, Training Accuracy: 83.31%, Validation Accuracy: 73.29%
Epoch [430/800], Training Loss: 0.4572, Training Accuracy: 82.87%, Validation Accuracy: 72.60%
Epoch [431/800], Training Loss: 0.4375, Training Accuracy: 84.04%, Validation Accuracy: 73.29%
Epoch [432/800], Training Loss: 0.4403, Training Accuracy: 83.89%, Validation Accuracy: 72.60%
Epoch [433/800], Training Loss: 0.4463, Training Accuracy: 83.16%, Validation Accuracy: 71.92%
Epoch [434/800], Training Loss: 0.4149, Training Accuracy: 84.19%, Validation Accuracy: 72.60%
Epoch [435/800], Training Loss: 0.3980, Training Accuracy: 86.24%, Validation Accuracy: 73.29%
Epoch [436/800], Training Loss: 0.4547, Training Accuracy: 83.31%, Validation Accuracy: 73.29%
Epoch [437/800], Training Loss: 0.4668, Training Accuracy: 82.72%, Validation Accuracy: 71.92%
Epoch [438/800], Training Loss: 0.4699, Training Accuracy: 82.87%, Validation Accuracy: 73.29%
Epoch [439/800], Training Loss: 0.4599, Training Accuracy: 82.58%, Validation Accuracy: 73.29%
Epoch [440/800], Training Loss: 0.4660, Training Accuracy: 82.72%, Validation Accuracy: 73.29%
Epoch [441/800], Training Loss: 0.3984, Training Accuracy: 85.36%, Validation Accuracy: 73.29%
Epoch [442/800], Training Loss: 0.4342, Training Accuracy: 83.60%, Validation Accuracy: 73.97%
Epoch [443/800], Training Loss: 0.4515, Training Accuracy: 84.48%, Validation Accuracy: 71.92%
Epoch [444/800], Training Loss: 0.4434, Training Accuracy: 83.31%, Validation Accuracy: 73.97%
Epoch [445/800], Training Loss: 0.4387, Training Accuracy: 83.89%, Validation Accuracy: 73.97%
Epoch [446/800], Training Loss: 0.4526, Training Accuracy: 83.60%, Validation Accuracy: 71.92%
Epoch [447/800], Training Loss: 0.4548, Training Accuracy: 82.43%, Validation Accuracy: 72.60%
Epoch [448/800], Training Loss: 0.4276, Training Accuracy: 83.89%, Validation Accuracy: 72.60%
Epoch [449/800], Training Loss: 0.4343, Training Accuracy: 83.60%, Validation Accuracy: 72.60%
Epoch [450/800], Training Loss: 0.4147, Training Accuracy: 84.19%, Validation Accuracy: 72.60%
Epoch [451/800], Training Loss: 0.4901, Training Accuracy: 79.36%, Validation Accuracy: 72.60%
Epoch [452/800], Training Loss: 0.4755, Training Accuracy: 80.38%, Validation Accuracy: 73.29%
Epoch [453/800], Training Loss: 0.4668, Training Accuracy: 82.43%, Validation Accuracy: 72.60%
Epoch [454/800], Training Loss: 0.4735, Training Accuracy: 81.70%, Validation Accuracy: 72.60%
Epoch [455/800], Training Loss: 0.4701, Training Accuracy: 82.87%, Validation Accuracy: 73.29%
Epoch [456/800], Training Loss: 0.4569, Training Accuracy: 83.75%, Validation Accuracy: 73.29%
Epoch [457/800], Training Loss: 0.4311, Training Accuracy: 84.77%, Validation Accuracy: 72.60%
Epoch [458/800], Training Loss: 0.4542, Training Accuracy: 83.75%, Validation Accuracy: 72.60%
Epoch [459/800], Training Loss: 0.4369, Training Accuracy: 82.72%, Validation Accuracy: 72.60%
Epoch [460/800], Training Loss: 0.4335, Training Accuracy: 83.46%, Validation Accuracy: 73.29%
Epoch [461/800], Training Loss: 0.4472, Training Accuracy: 82.72%, Validation Accuracy: 72.60%
Epoch [462/800], Training Loss: 0.4726, Training Accuracy: 82.58%, Validation Accuracy: 73.29%
Epoch [463/800], Training Loss: 0.4213, Training Accuracy: 84.48%, Validation Accuracy: 72.60%
Epoch [464/800], Training Loss: 0.4941, Training Accuracy: 79.80%, Validation Accuracy: 73.29%
Epoch [465/800], Training Loss: 0.4236, Training Accuracy: 83.16%, Validation Accuracy: 71.92%
Epoch [466/800], Training Loss: 0.4593, Training Accuracy: 83.60%, Validation Accuracy: 73.29%
Epoch [467/800], Training Loss: 0.4490, Training Accuracy: 82.28%, Validation Accuracy: 73.97%
Epoch [468/800], Training Loss: 0.4725, Training Accuracy: 81.84%, Validation Accuracy: 73.97%
Epoch [469/800], Training Loss: 0.4463, Training Accuracy: 82.72%, Validation Accuracy: 71.92%
Epoch [470/800], Training Loss: 0.4359, Training Accuracy: 83.02%, Validation Accuracy: 71.92%
Epoch [471/800], Training Loss: 0.4508, Training Accuracy: 83.75%, Validation Accuracy: 73.29%
Epoch [472/800], Training Loss: 0.4459, Training Accuracy: 83.60%, Validation Accuracy: 72.60%
Epoch [473/800], Training Loss: 0.4278, Training Accuracy: 83.75%, Validation Accuracy: 72.60%
Epoch [474/800], Training Loss: 0.4824, Training Accuracy: 80.38%, Validation Accuracy: 73.29%
Epoch [475/800], Training Loss: 0.4518, Training Accuracy: 82.58%, Validation Accuracy: 71.92%
Epoch [476/800], Training Loss: 0.4687, Training Accuracy: 81.84%, Validation Accuracy: 72.60%
Epoch [477/800], Training Loss: 0.4573, Training Accuracy: 83.60%, Validation Accuracy: 73.97%
Epoch [478/800], Training Loss: 0.4326, Training Accuracy: 84.63%, Validation Accuracy: 73.97%
Epoch [479/800], Training Loss: 0.4396, Training Accuracy: 83.60%, Validation Accuracy: 72.60%
Epoch [480/800], Training Loss: 0.4332, Training Accuracy: 83.31%, Validation Accuracy: 73.29%
Epoch [481/800], Training Loss: 0.4598, Training Accuracy: 82.87%, Validation Accuracy: 72.60%
Epoch [482/800], Training Loss: 0.4792, Training Accuracy: 81.11%, Validation Accuracy: 73.29%
Epoch [483/800], Training Loss: 0.4507, Training Accuracy: 81.99%, Validation Accuracy: 73.97%
Epoch [484/800], Training Loss: 0.4520, Training Accuracy: 82.14%, Validation Accuracy: 73.29%
Epoch [485/800], Training Loss: 0.4184, Training Accuracy: 82.58%, Validation Accuracy: 72.60%
Epoch [486/800], Training Loss: 0.4188, Training Accuracy: 86.38%, Validation Accuracy: 72.60%
Epoch [487/800], Training Loss: 0.4643, Training Accuracy: 82.72%, Validation Accuracy: 73.29%
Epoch [488/800], Training Loss: 0.4705, Training Accuracy: 80.82%, Validation Accuracy: 73.97%
Epoch [489/800], Training Loss: 0.4393, Training Accuracy: 82.58%, Validation Accuracy: 73.29%
Epoch [490/800], Training Loss: 0.4571, Training Accuracy: 83.16%, Validation Accuracy: 71.92%
Epoch [491/800], Training Loss: 0.4168, Training Accuracy: 83.89%, Validation Accuracy: 72.60%
Epoch [492/800], Training Loss: 0.4626, Training Accuracy: 81.41%, Validation Accuracy: 71.92%
Epoch [493/800], Training Loss: 0.4602, Training Accuracy: 81.84%, Validation Accuracy: 72.60%
Epoch [494/800], Training Loss: 0.4137, Training Accuracy: 84.92%, Validation Accuracy: 72.60%
Epoch [495/800], Training Loss: 0.3922, Training Accuracy: 84.92%, Validation Accuracy: 73.29%
Epoch [496/800], Training Loss: 0.4390, Training Accuracy: 85.21%, Validation Accuracy: 73.29%
Epoch [497/800], Training Loss: 0.4424, Training Accuracy: 84.19%, Validation Accuracy: 72.60%
Epoch [498/800], Training Loss: 0.4170, Training Accuracy: 84.48%, Validation Accuracy: 73.29%
Epoch [499/800], Training Loss: 0.4622, Training Accuracy: 82.14%, Validation Accuracy: 73.29%
Epoch [500/800], Training Loss: 0.4324, Training Accuracy: 83.89%, Validation Accuracy: 72.60%
Epoch [501/800], Training Loss: 0.4363, Training Accuracy: 85.21%, Validation Accuracy: 73.29%
Epoch [502/800], Training Loss: 0.4454, Training Accuracy: 82.72%, Validation Accuracy: 73.97%
Epoch [503/800], Training Loss: 0.4378, Training Accuracy: 83.31%, Validation Accuracy: 71.92%
Epoch [504/800], Training Loss: 0.4661, Training Accuracy: 81.84%, Validation Accuracy: 72.60%
Epoch [505/800], Training Loss: 0.4315, Training Accuracy: 84.33%, Validation Accuracy: 73.29%
Epoch [506/800], Training Loss: 0.4520, Training Accuracy: 83.60%, Validation Accuracy: 72.60%
Epoch [507/800], Training Loss: 0.4259, Training Accuracy: 85.80%, Validation Accuracy: 73.29%
Epoch [508/800], Training Loss: 0.4702, Training Accuracy: 81.70%, Validation Accuracy: 73.29%
Epoch [509/800], Training Loss: 0.4907, Training Accuracy: 82.43%, Validation Accuracy: 73.29%
Epoch [510/800], Training Loss: 0.4453, Training Accuracy: 84.19%, Validation Accuracy: 71.92%
Epoch [511/800], Training Loss: 0.4550, Training Accuracy: 83.16%, Validation Accuracy: 72.60%
Epoch [512/800], Training Loss: 0.4605, Training Accuracy: 82.43%, Validation Accuracy: 72.60%
Epoch [513/800], Training Loss: 0.4380, Training Accuracy: 81.70%, Validation Accuracy: 72.60%
Epoch [514/800], Training Loss: 0.4374, Training Accuracy: 84.33%, Validation Accuracy: 72.60%
Epoch [515/800], Training Loss: 0.4483, Training Accuracy: 84.77%, Validation Accuracy: 72.60%
Epoch [516/800], Training Loss: 0.4680, Training Accuracy: 82.87%, Validation Accuracy: 71.92%
Epoch [517/800], Training Loss: 0.4437, Training Accuracy: 83.31%, Validation Accuracy: 73.29%
Epoch [518/800], Training Loss: 0.4480, Training Accuracy: 82.87%, Validation Accuracy: 73.29%
Epoch [519/800], Training Loss: 0.4231, Training Accuracy: 83.89%, Validation Accuracy: 72.60%
Epoch [520/800], Training Loss: 0.4642, Training Accuracy: 82.58%, Validation Accuracy: 72.60%
Epoch [521/800], Training Loss: 0.4519, Training Accuracy: 82.43%, Validation Accuracy: 73.29%
Epoch [522/800], Training Loss: 0.4236, Training Accuracy: 83.75%, Validation Accuracy: 73.29%
Epoch [523/800], Training Loss: 0.4170, Training Accuracy: 83.89%, Validation Accuracy: 73.97%
Epoch [524/800], Training Loss: 0.4278, Training Accuracy: 84.19%, Validation Accuracy: 72.60%
Epoch [525/800], Training Loss: 0.4224, Training Accuracy: 84.19%, Validation Accuracy: 72.60%
Epoch [526/800], Training Loss: 0.4710, Training Accuracy: 84.63%, Validation Accuracy: 71.92%
Epoch [527/800], Training Loss: 0.4793, Training Accuracy: 82.58%, Validation Accuracy: 73.29%
Epoch [528/800], Training Loss: 0.4730, Training Accuracy: 81.99%, Validation Accuracy: 72.60%
Epoch [529/800], Training Loss: 0.4133, Training Accuracy: 84.48%, Validation Accuracy: 73.29%
Epoch [530/800], Training Loss: 0.4437, Training Accuracy: 84.33%, Validation Accuracy: 72.60%
Epoch [531/800], Training Loss: 0.4107, Training Accuracy: 85.36%, Validation Accuracy: 72.60%
Epoch [532/800], Training Loss: 0.4422, Training Accuracy: 82.58%, Validation Accuracy: 71.92%
Epoch [533/800], Training Loss: 0.4490, Training Accuracy: 82.14%, Validation Accuracy: 71.92%
Epoch [534/800], Training Loss: 0.4680, Training Accuracy: 81.84%, Validation Accuracy: 73.29%
Epoch [535/800], Training Loss: 0.4425, Training Accuracy: 80.97%, Validation Accuracy: 72.60%
Epoch [536/800], Training Loss: 0.4642, Training Accuracy: 82.43%, Validation Accuracy: 73.29%
Epoch [537/800], Training Loss: 0.4387, Training Accuracy: 84.19%, Validation Accuracy: 72.60%
Epoch [538/800], Training Loss: 0.4527, Training Accuracy: 84.48%, Validation Accuracy: 71.92%
Epoch [539/800], Training Loss: 0.4262, Training Accuracy: 83.16%, Validation Accuracy: 73.29%
Epoch [540/800], Training Loss: 0.4386, Training Accuracy: 83.60%, Validation Accuracy: 73.29%
Epoch [541/800], Training Loss: 0.4860, Training Accuracy: 82.58%, Validation Accuracy: 71.92%
Epoch [542/800], Training Loss: 0.4547, Training Accuracy: 82.14%, Validation Accuracy: 72.60%
Epoch [543/800], Training Loss: 0.4287, Training Accuracy: 83.75%, Validation Accuracy: 73.29%
Epoch [544/800], Training Loss: 0.4426, Training Accuracy: 83.60%, Validation Accuracy: 71.92%
Epoch [545/800], Training Loss: 0.4306, Training Accuracy: 83.89%, Validation Accuracy: 72.60%
Epoch [546/800], Training Loss: 0.4248, Training Accuracy: 82.58%, Validation Accuracy: 73.97%
Epoch [547/800], Training Loss: 0.4532, Training Accuracy: 82.14%, Validation Accuracy: 72.60%
Epoch [548/800], Training Loss: 0.4496, Training Accuracy: 83.16%, Validation Accuracy: 72.60%
Epoch [549/800], Training Loss: 0.4489, Training Accuracy: 83.75%, Validation Accuracy: 73.29%
