nohup: ignoring input
/home/tanguy/5A/MLChallenge/venvMLChallenge/lib/python3.11/site-packages/torch/optim/lr_scheduler.py:60: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
  warnings.warn(
cuda
Mean: tensor([0.5652, 0.4507, 0.4434])
Std: tensor([0.2005, 0.1882, 0.1902])
Epoch [274/600], Training Loss: 0.2370, Training Accuracy: 90.34%, Validation Accuracy: 76.03%
Epoch [275/600], Training Loss: 0.2528, Training Accuracy: 90.19%, Validation Accuracy: 74.66%
Epoch [276/600], Training Loss: 0.2603, Training Accuracy: 91.65%, Validation Accuracy: 76.03%
Epoch [277/600], Training Loss: 0.2632, Training Accuracy: 89.17%, Validation Accuracy: 75.34%
Epoch [278/600], Training Loss: 0.2535, Training Accuracy: 89.75%, Validation Accuracy: 75.34%
Epoch [279/600], Training Loss: 0.2399, Training Accuracy: 91.51%, Validation Accuracy: 75.34%
Epoch [280/600], Training Loss: 0.2637, Training Accuracy: 90.34%, Validation Accuracy: 74.66%
Epoch [281/600], Training Loss: 0.2558, Training Accuracy: 90.19%, Validation Accuracy: 76.03%
Epoch [282/600], Training Loss: 0.2820, Training Accuracy: 90.63%, Validation Accuracy: 73.97%
Epoch [283/600], Training Loss: 0.2493, Training Accuracy: 91.07%, Validation Accuracy: 75.34%
Epoch [284/600], Training Loss: 0.2718, Training Accuracy: 89.02%, Validation Accuracy: 77.40%
Epoch [285/600], Training Loss: 0.2347, Training Accuracy: 91.07%, Validation Accuracy: 75.34%
Epoch [286/600], Training Loss: 0.2656, Training Accuracy: 89.46%, Validation Accuracy: 75.34%
Epoch [287/600], Training Loss: 0.2663, Training Accuracy: 91.07%, Validation Accuracy: 76.71%
Epoch [288/600], Training Loss: 0.2601, Training Accuracy: 89.17%, Validation Accuracy: 75.34%
Epoch [289/600], Training Loss: 0.2325, Training Accuracy: 91.65%, Validation Accuracy: 74.66%
Epoch [290/600], Training Loss: 0.2296, Training Accuracy: 90.78%, Validation Accuracy: 74.66%
Epoch [291/600], Training Loss: 0.2568, Training Accuracy: 90.19%, Validation Accuracy: 75.34%
Epoch [292/600], Training Loss: 0.2285, Training Accuracy: 90.92%, Validation Accuracy: 77.40%
Epoch [293/600], Training Loss: 0.2735, Training Accuracy: 89.17%, Validation Accuracy: 75.34%
Epoch [294/600], Training Loss: 0.2270, Training Accuracy: 91.80%, Validation Accuracy: 76.03%
Epoch [295/600], Training Loss: 0.2486, Training Accuracy: 89.60%, Validation Accuracy: 76.03%
Epoch [296/600], Training Loss: 0.2755, Training Accuracy: 90.04%, Validation Accuracy: 75.34%
Epoch [297/600], Training Loss: 0.2543, Training Accuracy: 89.90%, Validation Accuracy: 76.03%
Epoch [298/600], Training Loss: 0.2375, Training Accuracy: 91.95%, Validation Accuracy: 75.34%
Epoch [299/600], Training Loss: 0.2593, Training Accuracy: 88.87%, Validation Accuracy: 76.71%
Epoch [300/600], Training Loss: 0.2781, Training Accuracy: 89.17%, Validation Accuracy: 76.71%
Epoch [301/600], Training Loss: 0.2662, Training Accuracy: 90.48%, Validation Accuracy: 77.40%
Epoch [302/600], Training Loss: 0.2431, Training Accuracy: 90.48%, Validation Accuracy: 73.97%
Epoch [303/600], Training Loss: 0.2476, Training Accuracy: 92.24%, Validation Accuracy: 76.71%
Epoch [304/600], Training Loss: 0.2643, Training Accuracy: 89.75%, Validation Accuracy: 74.66%
Epoch [305/600], Training Loss: 0.2486, Training Accuracy: 90.48%, Validation Accuracy: 76.03%
Epoch [306/600], Training Loss: 0.2686, Training Accuracy: 90.04%, Validation Accuracy: 76.71%
Epoch [307/600], Training Loss: 0.2560, Training Accuracy: 90.04%, Validation Accuracy: 77.40%
Epoch [308/600], Training Loss: 0.2581, Training Accuracy: 90.48%, Validation Accuracy: 76.03%
Epoch [309/600], Training Loss: 0.2408, Training Accuracy: 91.36%, Validation Accuracy: 75.34%
Epoch [310/600], Training Loss: 0.2180, Training Accuracy: 92.09%, Validation Accuracy: 77.40%
Epoch [311/600], Training Loss: 0.2500, Training Accuracy: 91.07%, Validation Accuracy: 76.71%
Epoch [312/600], Training Loss: 0.2819, Training Accuracy: 91.22%, Validation Accuracy: 77.40%
Epoch [313/600], Training Loss: 0.2595, Training Accuracy: 89.60%, Validation Accuracy: 75.34%
Epoch [314/600], Training Loss: 0.2264, Training Accuracy: 91.65%, Validation Accuracy: 77.40%
Epoch [315/600], Training Loss: 0.2503, Training Accuracy: 90.34%, Validation Accuracy: 75.34%
Epoch [316/600], Training Loss: 0.2359, Training Accuracy: 89.75%, Validation Accuracy: 76.03%
Epoch [317/600], Training Loss: 0.2642, Training Accuracy: 90.19%, Validation Accuracy: 76.71%
Epoch [318/600], Training Loss: 0.2672, Training Accuracy: 90.04%, Validation Accuracy: 73.97%
Epoch [319/600], Training Loss: 0.2841, Training Accuracy: 90.04%, Validation Accuracy: 76.71%
Epoch [320/600], Training Loss: 0.2655, Training Accuracy: 90.63%, Validation Accuracy: 76.71%
Epoch [321/600], Training Loss: 0.2606, Training Accuracy: 90.34%, Validation Accuracy: 75.34%
Epoch [322/600], Training Loss: 0.2318, Training Accuracy: 90.78%, Validation Accuracy: 75.34%
Epoch [323/600], Training Loss: 0.2736, Training Accuracy: 89.46%, Validation Accuracy: 75.34%
Epoch [324/600], Training Loss: 0.2651, Training Accuracy: 89.46%, Validation Accuracy: 76.03%
Epoch [325/600], Training Loss: 0.2359, Training Accuracy: 90.34%, Validation Accuracy: 77.40%
Epoch [326/600], Training Loss: 0.2604, Training Accuracy: 90.34%, Validation Accuracy: 76.71%
Epoch [327/600], Training Loss: 0.2573, Training Accuracy: 90.19%, Validation Accuracy: 75.34%
Epoch [328/600], Training Loss: 0.2759, Training Accuracy: 89.75%, Validation Accuracy: 78.08%
Epoch [329/600], Training Loss: 0.2312, Training Accuracy: 91.22%, Validation Accuracy: 76.71%
Epoch [330/600], Training Loss: 0.2431, Training Accuracy: 91.07%, Validation Accuracy: 74.66%
Epoch [331/600], Training Loss: 0.2535, Training Accuracy: 91.36%, Validation Accuracy: 75.34%
Epoch [332/600], Training Loss: 0.2417, Training Accuracy: 90.63%, Validation Accuracy: 78.08%
Epoch [333/600], Training Loss: 0.2648, Training Accuracy: 89.46%, Validation Accuracy: 77.40%
Epoch [334/600], Training Loss: 0.3080, Training Accuracy: 88.29%, Validation Accuracy: 72.60%
Epoch [335/600], Training Loss: 0.2674, Training Accuracy: 88.73%, Validation Accuracy: 77.40%
Epoch [336/600], Training Loss: 0.2808, Training Accuracy: 89.17%, Validation Accuracy: 75.34%
Epoch [337/600], Training Loss: 0.2906, Training Accuracy: 90.63%, Validation Accuracy: 76.71%
Epoch [338/600], Training Loss: 0.2426, Training Accuracy: 91.36%, Validation Accuracy: 75.34%
Epoch [339/600], Training Loss: 0.2627, Training Accuracy: 89.75%, Validation Accuracy: 77.40%
Epoch [340/600], Training Loss: 0.2577, Training Accuracy: 89.75%, Validation Accuracy: 75.34%
Epoch [341/600], Training Loss: 0.2614, Training Accuracy: 89.60%, Validation Accuracy: 76.71%
Epoch [342/600], Training Loss: 0.2610, Training Accuracy: 90.04%, Validation Accuracy: 76.03%
Epoch [343/600], Training Loss: 0.2272, Training Accuracy: 91.36%, Validation Accuracy: 75.34%
Epoch [344/600], Training Loss: 0.2901, Training Accuracy: 89.31%, Validation Accuracy: 76.71%
Epoch [345/600], Training Loss: 0.2879, Training Accuracy: 88.73%, Validation Accuracy: 75.34%
Epoch [346/600], Training Loss: 0.2503, Training Accuracy: 90.48%, Validation Accuracy: 77.40%
Epoch [347/600], Training Loss: 0.2376, Training Accuracy: 92.53%, Validation Accuracy: 75.34%
Epoch [348/600], Training Loss: 0.2426, Training Accuracy: 91.95%, Validation Accuracy: 78.08%
Epoch [349/600], Training Loss: 0.2799, Training Accuracy: 89.02%, Validation Accuracy: 76.03%
Epoch [350/600], Training Loss: 0.2786, Training Accuracy: 89.17%, Validation Accuracy: 75.34%
Epoch [351/600], Training Loss: 0.2528, Training Accuracy: 89.31%, Validation Accuracy: 76.71%
Epoch [352/600], Training Loss: 0.2713, Training Accuracy: 89.46%, Validation Accuracy: 76.03%
Epoch [353/600], Training Loss: 0.2542, Training Accuracy: 90.19%, Validation Accuracy: 75.34%
Epoch [354/600], Training Loss: 0.2701, Training Accuracy: 89.02%, Validation Accuracy: 75.34%
Epoch [355/600], Training Loss: 0.2661, Training Accuracy: 90.19%, Validation Accuracy: 75.34%
Epoch [356/600], Training Loss: 0.2961, Training Accuracy: 89.17%, Validation Accuracy: 76.03%
Epoch [357/600], Training Loss: 0.2068, Training Accuracy: 91.80%, Validation Accuracy: 73.97%
Epoch [358/600], Training Loss: 0.2490, Training Accuracy: 90.19%, Validation Accuracy: 77.40%
Epoch [359/600], Training Loss: 0.2557, Training Accuracy: 90.34%, Validation Accuracy: 75.34%
Epoch [360/600], Training Loss: 0.2387, Training Accuracy: 92.09%, Validation Accuracy: 76.71%
Epoch [361/600], Training Loss: 0.2694, Training Accuracy: 90.34%, Validation Accuracy: 76.03%
Epoch [362/600], Training Loss: 0.2403, Training Accuracy: 92.39%, Validation Accuracy: 76.03%
Epoch [363/600], Training Loss: 0.2601, Training Accuracy: 90.63%, Validation Accuracy: 78.08%
Epoch [364/600], Training Loss: 0.2551, Training Accuracy: 90.19%, Validation Accuracy: 76.03%
Epoch [365/600], Training Loss: 0.2514, Training Accuracy: 90.92%, Validation Accuracy: 74.66%
Epoch [366/600], Training Loss: 0.2978, Training Accuracy: 90.04%, Validation Accuracy: 77.40%
Epoch [367/600], Training Loss: 0.2765, Training Accuracy: 88.43%, Validation Accuracy: 76.03%
Epoch [368/600], Training Loss: 0.2522, Training Accuracy: 90.78%, Validation Accuracy: 76.71%
Epoch [369/600], Training Loss: 0.2436, Training Accuracy: 91.51%, Validation Accuracy: 77.40%
Epoch [370/600], Training Loss: 0.2538, Training Accuracy: 90.19%, Validation Accuracy: 76.03%
Epoch [371/600], Training Loss: 0.2011, Training Accuracy: 91.95%, Validation Accuracy: 74.66%
Epoch [372/600], Training Loss: 0.2507, Training Accuracy: 89.31%, Validation Accuracy: 75.34%
Epoch [373/600], Training Loss: 0.2549, Training Accuracy: 90.63%, Validation Accuracy: 76.03%
Epoch [374/600], Training Loss: 0.2628, Training Accuracy: 89.90%, Validation Accuracy: 76.71%
Epoch [375/600], Training Loss: 0.2423, Training Accuracy: 92.09%, Validation Accuracy: 77.40%
Epoch [376/600], Training Loss: 0.2845, Training Accuracy: 88.73%, Validation Accuracy: 75.34%
Epoch [377/600], Training Loss: 0.2341, Training Accuracy: 91.36%, Validation Accuracy: 76.03%
Epoch [378/600], Training Loss: 0.2397, Training Accuracy: 90.48%, Validation Accuracy: 75.34%
Epoch [379/600], Training Loss: 0.2611, Training Accuracy: 91.22%, Validation Accuracy: 76.71%
Epoch [380/600], Training Loss: 0.2282, Training Accuracy: 92.53%, Validation Accuracy: 77.40%
Epoch [381/600], Training Loss: 0.2859, Training Accuracy: 88.58%, Validation Accuracy: 77.40%
Epoch [382/600], Training Loss: 0.2386, Training Accuracy: 91.22%, Validation Accuracy: 74.66%
Epoch [383/600], Training Loss: 0.2815, Training Accuracy: 89.46%, Validation Accuracy: 77.40%
Epoch [384/600], Training Loss: 0.2768, Training Accuracy: 89.31%, Validation Accuracy: 73.29%
Epoch [385/600], Training Loss: 0.2635, Training Accuracy: 90.63%, Validation Accuracy: 76.71%
Epoch [386/600], Training Loss: 0.2872, Training Accuracy: 89.17%, Validation Accuracy: 76.03%
Epoch [387/600], Training Loss: 0.2471, Training Accuracy: 90.92%, Validation Accuracy: 75.34%
Epoch [388/600], Training Loss: 0.2635, Training Accuracy: 89.75%, Validation Accuracy: 76.71%
Epoch [389/600], Training Loss: 0.2559, Training Accuracy: 89.31%, Validation Accuracy: 73.97%
Epoch [390/600], Training Loss: 0.2659, Training Accuracy: 90.04%, Validation Accuracy: 76.03%
Epoch [391/600], Training Loss: 0.2636, Training Accuracy: 90.34%, Validation Accuracy: 77.40%
Epoch [392/600], Training Loss: 0.2630, Training Accuracy: 91.65%, Validation Accuracy: 75.34%
Epoch [393/600], Training Loss: 0.2519, Training Accuracy: 91.07%, Validation Accuracy: 72.60%
Epoch [394/600], Training Loss: 0.2746, Training Accuracy: 89.60%, Validation Accuracy: 77.40%
Epoch [395/600], Training Loss: 0.2786, Training Accuracy: 90.19%, Validation Accuracy: 76.71%
Epoch [396/600], Training Loss: 0.2417, Training Accuracy: 91.22%, Validation Accuracy: 75.34%
Epoch [397/600], Training Loss: 0.2603, Training Accuracy: 90.04%, Validation Accuracy: 76.71%
Epoch [398/600], Training Loss: 0.2638, Training Accuracy: 90.04%, Validation Accuracy: 77.40%
Epoch [399/600], Training Loss: 0.2733, Training Accuracy: 89.90%, Validation Accuracy: 76.03%
Epoch [400/600], Training Loss: 0.2741, Training Accuracy: 88.87%, Validation Accuracy: 76.03%
Epoch [401/600], Training Loss: 0.2290, Training Accuracy: 91.07%, Validation Accuracy: 76.71%
Epoch [402/600], Training Loss: 0.2483, Training Accuracy: 91.51%, Validation Accuracy: 75.34%
Epoch [403/600], Training Loss: 0.2618, Training Accuracy: 90.19%, Validation Accuracy: 76.03%
Epoch [404/600], Training Loss: 0.2337, Training Accuracy: 91.80%, Validation Accuracy: 76.03%
Epoch [405/600], Training Loss: 0.2435, Training Accuracy: 90.92%, Validation Accuracy: 78.08%
Epoch [406/600], Training Loss: 0.2633, Training Accuracy: 91.80%, Validation Accuracy: 76.03%
Epoch [407/600], Training Loss: 0.2340, Training Accuracy: 91.22%, Validation Accuracy: 76.71%
Epoch [408/600], Training Loss: 0.2541, Training Accuracy: 91.51%, Validation Accuracy: 73.97%
Epoch [409/600], Training Loss: 0.2814, Training Accuracy: 89.75%, Validation Accuracy: 73.97%
Epoch [410/600], Training Loss: 0.2771, Training Accuracy: 89.90%, Validation Accuracy: 76.03%
Epoch [411/600], Training Loss: 0.2202, Training Accuracy: 91.51%, Validation Accuracy: 76.03%
Epoch [412/600], Training Loss: 0.2650, Training Accuracy: 90.92%, Validation Accuracy: 76.03%
Epoch [413/600], Training Loss: 0.2763, Training Accuracy: 90.78%, Validation Accuracy: 76.03%
Epoch [414/600], Training Loss: 0.2544, Training Accuracy: 90.34%, Validation Accuracy: 77.40%
Epoch [415/600], Training Loss: 0.2617, Training Accuracy: 90.19%, Validation Accuracy: 76.03%
Epoch [416/600], Training Loss: 0.2353, Training Accuracy: 91.95%, Validation Accuracy: 76.03%
Epoch [417/600], Training Loss: 0.2400, Training Accuracy: 89.90%, Validation Accuracy: 76.71%
Epoch [418/600], Training Loss: 0.2860, Training Accuracy: 89.75%, Validation Accuracy: 76.71%
Epoch [419/600], Training Loss: 0.2473, Training Accuracy: 90.34%, Validation Accuracy: 75.34%
Epoch [420/600], Training Loss: 0.2205, Training Accuracy: 92.97%, Validation Accuracy: 75.34%
Epoch [421/600], Training Loss: 0.2621, Training Accuracy: 90.19%, Validation Accuracy: 76.71%
Epoch [422/600], Training Loss: 0.2611, Training Accuracy: 91.07%, Validation Accuracy: 76.71%
Epoch [423/600], Training Loss: 0.2323, Training Accuracy: 92.09%, Validation Accuracy: 76.71%
Epoch [424/600], Training Loss: 0.2275, Training Accuracy: 92.09%, Validation Accuracy: 77.40%
Epoch [425/600], Training Loss: 0.2113, Training Accuracy: 92.83%, Validation Accuracy: 77.40%
Epoch [426/600], Training Loss: 0.2380, Training Accuracy: 89.90%, Validation Accuracy: 76.71%
Epoch [427/600], Training Loss: 0.2896, Training Accuracy: 89.02%, Validation Accuracy: 76.03%
Epoch [428/600], Training Loss: 0.2552, Training Accuracy: 90.63%, Validation Accuracy: 75.34%
Epoch [429/600], Training Loss: 0.2595, Training Accuracy: 90.48%, Validation Accuracy: 75.34%
Epoch [430/600], Training Loss: 0.2426, Training Accuracy: 91.80%, Validation Accuracy: 75.34%
Epoch [431/600], Training Loss: 0.2570, Training Accuracy: 90.78%, Validation Accuracy: 78.08%
Epoch [432/600], Training Loss: 0.2442, Training Accuracy: 90.78%, Validation Accuracy: 76.71%
Epoch [433/600], Training Loss: 0.2950, Training Accuracy: 88.14%, Validation Accuracy: 76.03%
Epoch [434/600], Training Loss: 0.2356, Training Accuracy: 90.92%, Validation Accuracy: 76.03%
Epoch [435/600], Training Loss: 0.2494, Training Accuracy: 90.48%, Validation Accuracy: 76.71%
Epoch [436/600], Training Loss: 0.2888, Training Accuracy: 89.31%, Validation Accuracy: 75.34%
Epoch [437/600], Training Loss: 0.2456, Training Accuracy: 89.60%, Validation Accuracy: 75.34%
Epoch [438/600], Training Loss: 0.2498, Training Accuracy: 90.92%, Validation Accuracy: 77.40%
Epoch [439/600], Training Loss: 0.2522, Training Accuracy: 91.80%, Validation Accuracy: 74.66%
Epoch [440/600], Training Loss: 0.2704, Training Accuracy: 90.04%, Validation Accuracy: 75.34%
Epoch [441/600], Training Loss: 0.2407, Training Accuracy: 90.78%, Validation Accuracy: 75.34%
Epoch [442/600], Training Loss: 0.2587, Training Accuracy: 90.19%, Validation Accuracy: 75.34%
Epoch [443/600], Training Loss: 0.2525, Training Accuracy: 90.63%, Validation Accuracy: 78.08%
Epoch [444/600], Training Loss: 0.2708, Training Accuracy: 90.48%, Validation Accuracy: 76.03%
Epoch [445/600], Training Loss: 0.2236, Training Accuracy: 92.53%, Validation Accuracy: 74.66%
Epoch [446/600], Training Loss: 0.2613, Training Accuracy: 89.90%, Validation Accuracy: 76.71%
Epoch [447/600], Training Loss: 0.2870, Training Accuracy: 88.58%, Validation Accuracy: 77.40%
Epoch [448/600], Training Loss: 0.2583, Training Accuracy: 91.07%, Validation Accuracy: 75.34%
Epoch [449/600], Training Loss: 0.2835, Training Accuracy: 89.02%, Validation Accuracy: 76.03%
Epoch [450/600], Training Loss: 0.2486, Training Accuracy: 91.22%, Validation Accuracy: 77.40%
Epoch [451/600], Training Loss: 0.2542, Training Accuracy: 90.48%, Validation Accuracy: 78.08%
Epoch [452/600], Training Loss: 0.2510, Training Accuracy: 91.65%, Validation Accuracy: 76.03%
Epoch [453/600], Training Loss: 0.2578, Training Accuracy: 91.95%, Validation Accuracy: 73.29%
Epoch [454/600], Training Loss: 0.2338, Training Accuracy: 90.63%, Validation Accuracy: 77.40%
Epoch [455/600], Training Loss: 0.2376, Training Accuracy: 92.09%, Validation Accuracy: 77.40%
Epoch [456/600], Training Loss: 0.2355, Training Accuracy: 91.95%, Validation Accuracy: 73.29%
Epoch [457/600], Training Loss: 0.2902, Training Accuracy: 87.85%, Validation Accuracy: 74.66%
Epoch [458/600], Training Loss: 0.3009, Training Accuracy: 89.46%, Validation Accuracy: 77.40%
Epoch [459/600], Training Loss: 0.2346, Training Accuracy: 91.95%, Validation Accuracy: 73.97%
Epoch [460/600], Training Loss: 0.2485, Training Accuracy: 90.78%, Validation Accuracy: 74.66%
Epoch [461/600], Training Loss: 0.2113, Training Accuracy: 92.24%, Validation Accuracy: 74.66%
Epoch [462/600], Training Loss: 0.2497, Training Accuracy: 90.92%, Validation Accuracy: 73.97%
Epoch [463/600], Training Loss: 0.2426, Training Accuracy: 91.95%, Validation Accuracy: 76.03%
Epoch [464/600], Training Loss: 0.2524, Training Accuracy: 90.34%, Validation Accuracy: 75.34%
Epoch [465/600], Training Loss: 0.2388, Training Accuracy: 91.36%, Validation Accuracy: 74.66%
Epoch [466/600], Training Loss: 0.2849, Training Accuracy: 90.19%, Validation Accuracy: 75.34%
Epoch [467/600], Training Loss: 0.2694, Training Accuracy: 89.75%, Validation Accuracy: 76.03%
Epoch [468/600], Training Loss: 0.2650, Training Accuracy: 90.78%, Validation Accuracy: 74.66%
Epoch [469/600], Training Loss: 0.2656, Training Accuracy: 89.02%, Validation Accuracy: 76.71%
Epoch [470/600], Training Loss: 0.2685, Training Accuracy: 90.48%, Validation Accuracy: 76.03%
Epoch [471/600], Training Loss: 0.2445, Training Accuracy: 91.22%, Validation Accuracy: 75.34%
Epoch [472/600], Training Loss: 0.2494, Training Accuracy: 90.48%, Validation Accuracy: 75.34%
Epoch [473/600], Training Loss: 0.2513, Training Accuracy: 90.92%, Validation Accuracy: 76.03%
Epoch [474/600], Training Loss: 0.2388, Training Accuracy: 90.48%, Validation Accuracy: 76.71%
Epoch [475/600], Training Loss: 0.2669, Training Accuracy: 89.46%, Validation Accuracy: 75.34%
Epoch [476/600], Training Loss: 0.2733, Training Accuracy: 89.17%, Validation Accuracy: 78.77%
Epoch [477/600], Training Loss: 0.2675, Training Accuracy: 90.92%, Validation Accuracy: 73.29%
Epoch [478/600], Training Loss: 0.2516, Training Accuracy: 89.60%, Validation Accuracy: 73.97%
Epoch [479/600], Training Loss: 0.2481, Training Accuracy: 90.78%, Validation Accuracy: 78.08%
Epoch [480/600], Training Loss: 0.2290, Training Accuracy: 92.68%, Validation Accuracy: 75.34%
Epoch [481/600], Training Loss: 0.2542, Training Accuracy: 90.63%, Validation Accuracy: 76.71%
Epoch [482/600], Training Loss: 0.2469, Training Accuracy: 91.36%, Validation Accuracy: 76.03%
Epoch [483/600], Training Loss: 0.2394, Training Accuracy: 91.07%, Validation Accuracy: 75.34%
Epoch [484/600], Training Loss: 0.2428, Training Accuracy: 90.34%, Validation Accuracy: 73.97%
Epoch [485/600], Training Loss: 0.2429, Training Accuracy: 91.07%, Validation Accuracy: 74.66%
Epoch [486/600], Training Loss: 0.2372, Training Accuracy: 90.78%, Validation Accuracy: 76.71%
Epoch [487/600], Training Loss: 0.2427, Training Accuracy: 91.36%, Validation Accuracy: 76.03%
Epoch [488/600], Training Loss: 0.2740, Training Accuracy: 89.60%, Validation Accuracy: 75.34%
Epoch [489/600], Training Loss: 0.2498, Training Accuracy: 90.19%, Validation Accuracy: 77.40%
Epoch [490/600], Training Loss: 0.2582, Training Accuracy: 88.87%, Validation Accuracy: 76.03%
Epoch [491/600], Training Loss: 0.2707, Training Accuracy: 90.48%, Validation Accuracy: 74.66%
Epoch [492/600], Training Loss: 0.2886, Training Accuracy: 89.31%, Validation Accuracy: 77.40%
Epoch [493/600], Training Loss: 0.2887, Training Accuracy: 89.90%, Validation Accuracy: 76.71%
Epoch [494/600], Training Loss: 0.2490, Training Accuracy: 90.92%, Validation Accuracy: 76.03%
Epoch [495/600], Training Loss: 0.2577, Training Accuracy: 91.36%, Validation Accuracy: 75.34%
Epoch [496/600], Training Loss: 0.2780, Training Accuracy: 89.90%, Validation Accuracy: 75.34%
Epoch [497/600], Training Loss: 0.2161, Training Accuracy: 92.39%, Validation Accuracy: 76.03%
Epoch [498/600], Training Loss: 0.2620, Training Accuracy: 91.80%, Validation Accuracy: 75.34%
Epoch [499/600], Training Loss: 0.2785, Training Accuracy: 88.58%, Validation Accuracy: 77.40%
Epoch [500/600], Training Loss: 0.2394, Training Accuracy: 91.65%, Validation Accuracy: 76.03%
Epoch [501/600], Training Loss: 0.2963, Training Accuracy: 88.87%, Validation Accuracy: 75.34%
Epoch [502/600], Training Loss: 0.2621, Training Accuracy: 90.04%, Validation Accuracy: 76.03%
Epoch [503/600], Training Loss: 0.2178, Training Accuracy: 92.39%, Validation Accuracy: 78.08%
Epoch [504/600], Training Loss: 0.2583, Training Accuracy: 89.75%, Validation Accuracy: 73.97%
Epoch [505/600], Training Loss: 0.2542, Training Accuracy: 90.19%, Validation Accuracy: 77.40%
Epoch [506/600], Training Loss: 0.2332, Training Accuracy: 91.80%, Validation Accuracy: 76.03%
Epoch [507/600], Training Loss: 0.2722, Training Accuracy: 89.60%, Validation Accuracy: 78.08%
Epoch [508/600], Training Loss: 0.2633, Training Accuracy: 90.19%, Validation Accuracy: 76.03%
Epoch [509/600], Training Loss: 0.3155, Training Accuracy: 89.31%, Validation Accuracy: 75.34%
Epoch [510/600], Training Loss: 0.2745, Training Accuracy: 90.34%, Validation Accuracy: 77.40%
Epoch [511/600], Training Loss: 0.2578, Training Accuracy: 90.92%, Validation Accuracy: 76.03%
Epoch [512/600], Training Loss: 0.2560, Training Accuracy: 90.04%, Validation Accuracy: 74.66%
Epoch [513/600], Training Loss: 0.2367, Training Accuracy: 91.80%, Validation Accuracy: 75.34%
Epoch [514/600], Training Loss: 0.2364, Training Accuracy: 91.36%, Validation Accuracy: 77.40%
Epoch [515/600], Training Loss: 0.2750, Training Accuracy: 89.02%, Validation Accuracy: 76.71%
Epoch [516/600], Training Loss: 0.2207, Training Accuracy: 92.39%, Validation Accuracy: 75.34%
/home/tanguy/5A/MLChallenge/images_notebook.py:450: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load("cnn_model_tanguy6.pth"))
Epoch [517/600], Training Loss: 0.2214, Training Accuracy: 92.39%, Validation Accuracy: 75.34%
Epoch [518/600], Training Loss: 0.2447, Training Accuracy: 90.48%, Validation Accuracy: 76.03%
Epoch [519/600], Training Loss: 0.2757, Training Accuracy: 88.87%, Validation Accuracy: 76.03%
Epoch [520/600], Training Loss: 0.2397, Training Accuracy: 90.78%, Validation Accuracy: 75.34%
Epoch [521/600], Training Loss: 0.2666, Training Accuracy: 90.63%, Validation Accuracy: 74.66%
Epoch [522/600], Training Loss: 0.2293, Training Accuracy: 90.78%, Validation Accuracy: 76.03%
Epoch [523/600], Training Loss: 0.3294, Training Accuracy: 88.58%, Validation Accuracy: 75.34%
Epoch [524/600], Training Loss: 0.2464, Training Accuracy: 89.75%, Validation Accuracy: 76.71%
Epoch [525/600], Training Loss: 0.2425, Training Accuracy: 91.51%, Validation Accuracy: 76.03%
Epoch [526/600], Training Loss: 0.2562, Training Accuracy: 90.63%, Validation Accuracy: 73.97%
Epoch [527/600], Training Loss: 0.2506, Training Accuracy: 89.90%, Validation Accuracy: 77.40%
Epoch [528/600], Training Loss: 0.2573, Training Accuracy: 90.63%, Validation Accuracy: 76.71%
Epoch [529/600], Training Loss: 0.2613, Training Accuracy: 89.90%, Validation Accuracy: 73.97%
Epoch [530/600], Training Loss: 0.2874, Training Accuracy: 90.04%, Validation Accuracy: 76.71%
Epoch [531/600], Training Loss: 0.2983, Training Accuracy: 87.41%, Validation Accuracy: 74.66%
Epoch [532/600], Training Loss: 0.2546, Training Accuracy: 90.92%, Validation Accuracy: 76.71%
Epoch [533/600], Training Loss: 0.2883, Training Accuracy: 88.14%, Validation Accuracy: 77.40%
Epoch [534/600], Training Loss: 0.2638, Training Accuracy: 89.46%, Validation Accuracy: 76.71%
Epoch [535/600], Training Loss: 0.2268, Training Accuracy: 90.78%, Validation Accuracy: 77.40%
Epoch [536/600], Training Loss: 0.2455, Training Accuracy: 90.19%, Validation Accuracy: 77.40%
Epoch [537/600], Training Loss: 0.2365, Training Accuracy: 91.65%, Validation Accuracy: 74.66%
Epoch [538/600], Training Loss: 0.2386, Training Accuracy: 91.36%, Validation Accuracy: 75.34%
Epoch [539/600], Training Loss: 0.2664, Training Accuracy: 90.19%, Validation Accuracy: 76.03%
Epoch [540/600], Training Loss: 0.2699, Training Accuracy: 89.31%, Validation Accuracy: 77.40%
Epoch [541/600], Training Loss: 0.2739, Training Accuracy: 88.58%, Validation Accuracy: 76.03%
Epoch [542/600], Training Loss: 0.2469, Training Accuracy: 91.07%, Validation Accuracy: 75.34%
