nohup: ignoring input
cuda
Mean: tensor([0.5820, 0.4493, 0.4435])
Std: tensor([0.1842, 0.1701, 0.1715])
Epoch [278/500], Training Loss: 0.3205, Training Accuracy: 87.12%, Validation Accuracy: 82.19%
Epoch [279/500], Training Loss: 0.3494, Training Accuracy: 86.24%, Validation Accuracy: 82.88%
Epoch [280/500], Training Loss: 0.3360, Training Accuracy: 87.41%, Validation Accuracy: 80.14%
Epoch [281/500], Training Loss: 0.3240, Training Accuracy: 87.99%, Validation Accuracy: 80.82%
Epoch [282/500], Training Loss: 0.3368, Training Accuracy: 86.82%, Validation Accuracy: 83.56%
Epoch [283/500], Training Loss: 0.3598, Training Accuracy: 87.41%, Validation Accuracy: 82.19%
Epoch [284/500], Training Loss: 0.3240, Training Accuracy: 89.31%, Validation Accuracy: 81.51%
Epoch [285/500], Training Loss: 0.3418, Training Accuracy: 86.97%, Validation Accuracy: 81.51%
Epoch [286/500], Training Loss: 0.3429, Training Accuracy: 87.99%, Validation Accuracy: 79.45%
Epoch [287/500], Training Loss: 0.3306, Training Accuracy: 89.02%, Validation Accuracy: 82.88%
Epoch [288/500], Training Loss: 0.3061, Training Accuracy: 87.70%, Validation Accuracy: 81.51%
Epoch [289/500], Training Loss: 0.3407, Training Accuracy: 85.80%, Validation Accuracy: 84.25%
Epoch [290/500], Training Loss: 0.3127, Training Accuracy: 87.85%, Validation Accuracy: 79.45%
Epoch [291/500], Training Loss: 0.3567, Training Accuracy: 87.12%, Validation Accuracy: 85.62%
Epoch [292/500], Training Loss: 0.3038, Training Accuracy: 87.99%, Validation Accuracy: 80.82%
Epoch [293/500], Training Loss: 0.3359, Training Accuracy: 86.97%, Validation Accuracy: 82.88%
Epoch [294/500], Training Loss: 0.3234, Training Accuracy: 88.73%, Validation Accuracy: 81.51%
Epoch [295/500], Training Loss: 0.3198, Training Accuracy: 87.26%, Validation Accuracy: 81.51%
Epoch [296/500], Training Loss: 0.3031, Training Accuracy: 88.43%, Validation Accuracy: 82.88%
Epoch [297/500], Training Loss: 0.3550, Training Accuracy: 86.68%, Validation Accuracy: 80.82%
Epoch [298/500], Training Loss: 0.3024, Training Accuracy: 88.58%, Validation Accuracy: 82.88%
Epoch [299/500], Training Loss: 0.3417, Training Accuracy: 86.38%, Validation Accuracy: 81.51%
Epoch [300/500], Training Loss: 0.3191, Training Accuracy: 86.53%, Validation Accuracy: 83.56%
Epoch [301/500], Training Loss: 0.3187, Training Accuracy: 87.12%, Validation Accuracy: 81.51%
Epoch [302/500], Training Loss: 0.3287, Training Accuracy: 88.87%, Validation Accuracy: 84.25%
Epoch [303/500], Training Loss: 0.3031, Training Accuracy: 89.02%, Validation Accuracy: 82.19%
Epoch [304/500], Training Loss: 0.3059, Training Accuracy: 88.73%, Validation Accuracy: 81.51%
Epoch [305/500], Training Loss: 0.3139, Training Accuracy: 88.29%, Validation Accuracy: 81.51%
Epoch [306/500], Training Loss: 0.2816, Training Accuracy: 89.02%, Validation Accuracy: 82.19%
Epoch [307/500], Training Loss: 0.3216, Training Accuracy: 88.14%, Validation Accuracy: 81.51%
Epoch [308/500], Training Loss: 0.3293, Training Accuracy: 88.43%, Validation Accuracy: 78.77%
Epoch [309/500], Training Loss: 0.3000, Training Accuracy: 89.17%, Validation Accuracy: 81.51%
Epoch [310/500], Training Loss: 0.3155, Training Accuracy: 89.17%, Validation Accuracy: 82.19%
Epoch [311/500], Training Loss: 0.3019, Training Accuracy: 89.02%, Validation Accuracy: 80.82%
Epoch [312/500], Training Loss: 0.2695, Training Accuracy: 89.31%, Validation Accuracy: 81.51%
Epoch [313/500], Training Loss: 0.3016, Training Accuracy: 88.14%, Validation Accuracy: 78.77%
Epoch [314/500], Training Loss: 0.2983, Training Accuracy: 88.58%, Validation Accuracy: 82.19%
Epoch [315/500], Training Loss: 0.2936, Training Accuracy: 90.04%, Validation Accuracy: 80.82%
Epoch [316/500], Training Loss: 0.3260, Training Accuracy: 88.14%, Validation Accuracy: 82.88%
Epoch [317/500], Training Loss: 0.2900, Training Accuracy: 89.17%, Validation Accuracy: 80.14%
Epoch [318/500], Training Loss: 0.3021, Training Accuracy: 88.73%, Validation Accuracy: 79.45%
Epoch [319/500], Training Loss: 0.2988, Training Accuracy: 89.17%, Validation Accuracy: 81.51%
Epoch [320/500], Training Loss: 0.2879, Training Accuracy: 88.73%, Validation Accuracy: 80.82%
Epoch [321/500], Training Loss: 0.3047, Training Accuracy: 89.60%, Validation Accuracy: 81.51%
Epoch [322/500], Training Loss: 0.3003, Training Accuracy: 89.17%, Validation Accuracy: 82.19%
Epoch [323/500], Training Loss: 0.2706, Training Accuracy: 89.60%, Validation Accuracy: 78.77%
Epoch [324/500], Training Loss: 0.3116, Training Accuracy: 88.14%, Validation Accuracy: 78.77%
Epoch [325/500], Training Loss: 0.2897, Training Accuracy: 89.31%, Validation Accuracy: 80.82%
Epoch [326/500], Training Loss: 0.2918, Training Accuracy: 89.31%, Validation Accuracy: 80.14%
Epoch [327/500], Training Loss: 0.3091, Training Accuracy: 87.41%, Validation Accuracy: 83.56%
Epoch [328/500], Training Loss: 0.2776, Training Accuracy: 90.34%, Validation Accuracy: 82.19%
Epoch [329/500], Training Loss: 0.3001, Training Accuracy: 86.82%, Validation Accuracy: 81.51%
Epoch [330/500], Training Loss: 0.2831, Training Accuracy: 90.04%, Validation Accuracy: 80.82%
Epoch [331/500], Training Loss: 0.2773, Training Accuracy: 89.60%, Validation Accuracy: 82.88%
Epoch [332/500], Training Loss: 0.2805, Training Accuracy: 89.46%, Validation Accuracy: 82.88%
Epoch [333/500], Training Loss: 0.2829, Training Accuracy: 89.17%, Validation Accuracy: 80.82%
Epoch [334/500], Training Loss: 0.2645, Training Accuracy: 90.63%, Validation Accuracy: 82.19%
Epoch [335/500], Training Loss: 0.3174, Training Accuracy: 87.99%, Validation Accuracy: 80.14%
Epoch [336/500], Training Loss: 0.2668, Training Accuracy: 90.92%, Validation Accuracy: 81.51%
Epoch [337/500], Training Loss: 0.2767, Training Accuracy: 89.17%, Validation Accuracy: 79.45%
Epoch [338/500], Training Loss: 0.2831, Training Accuracy: 90.34%, Validation Accuracy: 83.56%
Epoch [339/500], Training Loss: 0.2487, Training Accuracy: 92.53%, Validation Accuracy: 78.77%
Epoch [340/500], Training Loss: 0.2764, Training Accuracy: 89.17%, Validation Accuracy: 81.51%
Epoch [341/500], Training Loss: 0.3053, Training Accuracy: 89.46%, Validation Accuracy: 78.77%
Epoch [342/500], Training Loss: 0.2825, Training Accuracy: 89.02%, Validation Accuracy: 79.45%
Epoch [343/500], Training Loss: 0.2877, Training Accuracy: 88.43%, Validation Accuracy: 80.82%
Epoch [344/500], Training Loss: 0.2873, Training Accuracy: 89.90%, Validation Accuracy: 80.82%
Epoch [345/500], Training Loss: 0.2656, Training Accuracy: 90.04%, Validation Accuracy: 82.19%
Epoch [346/500], Training Loss: 0.2829, Training Accuracy: 89.17%, Validation Accuracy: 83.56%
Epoch [347/500], Training Loss: 0.2743, Training Accuracy: 89.60%, Validation Accuracy: 81.51%
Epoch [348/500], Training Loss: 0.2649, Training Accuracy: 90.19%, Validation Accuracy: 82.19%
Epoch [349/500], Training Loss: 0.2792, Training Accuracy: 89.60%, Validation Accuracy: 81.51%
Epoch [350/500], Training Loss: 0.2626, Training Accuracy: 90.63%, Validation Accuracy: 82.19%
Epoch [351/500], Training Loss: 0.2689, Training Accuracy: 90.78%, Validation Accuracy: 81.51%
Epoch [352/500], Training Loss: 0.2744, Training Accuracy: 89.60%, Validation Accuracy: 79.45%
Epoch [353/500], Training Loss: 0.2581, Training Accuracy: 90.34%, Validation Accuracy: 82.19%
Epoch [354/500], Training Loss: 0.2365, Training Accuracy: 91.22%, Validation Accuracy: 81.51%
Epoch [355/500], Training Loss: 0.2573, Training Accuracy: 90.78%, Validation Accuracy: 79.45%
Epoch [356/500], Training Loss: 0.2791, Training Accuracy: 89.60%, Validation Accuracy: 78.08%
Epoch [357/500], Training Loss: 0.2696, Training Accuracy: 90.19%, Validation Accuracy: 82.19%
Epoch [358/500], Training Loss: 0.2387, Training Accuracy: 90.48%, Validation Accuracy: 81.51%
Epoch [359/500], Training Loss: 0.2572, Training Accuracy: 90.78%, Validation Accuracy: 82.19%
Epoch [360/500], Training Loss: 0.2652, Training Accuracy: 89.90%, Validation Accuracy: 82.19%
Epoch [361/500], Training Loss: 0.2443, Training Accuracy: 90.04%, Validation Accuracy: 82.19%
Epoch [362/500], Training Loss: 0.2604, Training Accuracy: 90.48%, Validation Accuracy: 82.88%
Epoch [363/500], Training Loss: 0.2801, Training Accuracy: 88.29%, Validation Accuracy: 81.51%
Epoch [364/500], Training Loss: 0.2502, Training Accuracy: 91.22%, Validation Accuracy: 80.82%
Epoch [365/500], Training Loss: 0.2461, Training Accuracy: 90.04%, Validation Accuracy: 82.88%
Epoch [366/500], Training Loss: 0.2601, Training Accuracy: 89.60%, Validation Accuracy: 80.14%
Epoch [367/500], Training Loss: 0.2760, Training Accuracy: 89.60%, Validation Accuracy: 78.77%
Epoch [368/500], Training Loss: 0.2727, Training Accuracy: 90.34%, Validation Accuracy: 79.45%
Epoch [369/500], Training Loss: 0.2460, Training Accuracy: 90.78%, Validation Accuracy: 80.14%
Epoch [370/500], Training Loss: 0.2594, Training Accuracy: 90.19%, Validation Accuracy: 80.14%
Epoch [371/500], Training Loss: 0.2636, Training Accuracy: 89.75%, Validation Accuracy: 80.14%
Epoch [372/500], Training Loss: 0.2733, Training Accuracy: 88.87%, Validation Accuracy: 80.14%
Epoch [373/500], Training Loss: 0.2722, Training Accuracy: 89.02%, Validation Accuracy: 83.56%
Epoch [374/500], Training Loss: 0.2645, Training Accuracy: 90.19%, Validation Accuracy: 84.93%
Epoch [375/500], Training Loss: 0.2635, Training Accuracy: 90.78%, Validation Accuracy: 80.82%
Epoch [376/500], Training Loss: 0.2442, Training Accuracy: 90.34%, Validation Accuracy: 84.25%
Epoch [377/500], Training Loss: 0.2514, Training Accuracy: 90.78%, Validation Accuracy: 77.40%
Epoch [378/500], Training Loss: 0.2442, Training Accuracy: 90.92%, Validation Accuracy: 80.14%
Epoch [379/500], Training Loss: 0.2513, Training Accuracy: 90.63%, Validation Accuracy: 82.19%
Epoch [380/500], Training Loss: 0.2531, Training Accuracy: 90.34%, Validation Accuracy: 78.08%
Epoch [381/500], Training Loss: 0.2426, Training Accuracy: 90.63%, Validation Accuracy: 82.88%
Epoch [382/500], Training Loss: 0.2236, Training Accuracy: 91.22%, Validation Accuracy: 78.08%
Epoch [383/500], Training Loss: 0.2430, Training Accuracy: 90.63%, Validation Accuracy: 78.77%
Epoch [384/500], Training Loss: 0.2380, Training Accuracy: 90.48%, Validation Accuracy: 82.88%
Epoch [385/500], Training Loss: 0.1943, Training Accuracy: 92.53%, Validation Accuracy: 82.19%
Epoch [386/500], Training Loss: 0.2391, Training Accuracy: 90.92%, Validation Accuracy: 83.56%
Epoch [387/500], Training Loss: 0.2198, Training Accuracy: 91.65%, Validation Accuracy: 79.45%
Epoch [388/500], Training Loss: 0.2329, Training Accuracy: 90.63%, Validation Accuracy: 80.14%
Epoch [389/500], Training Loss: 0.2521, Training Accuracy: 90.34%, Validation Accuracy: 82.88%
Epoch [390/500], Training Loss: 0.2312, Training Accuracy: 91.07%, Validation Accuracy: 81.51%
Epoch [391/500], Training Loss: 0.2418, Training Accuracy: 91.51%, Validation Accuracy: 79.45%
Epoch [392/500], Training Loss: 0.2302, Training Accuracy: 91.80%, Validation Accuracy: 80.82%
Epoch [393/500], Training Loss: 0.2337, Training Accuracy: 90.92%, Validation Accuracy: 80.82%
Epoch [394/500], Training Loss: 0.2225, Training Accuracy: 91.36%, Validation Accuracy: 82.88%
Epoch [395/500], Training Loss: 0.2350, Training Accuracy: 91.36%, Validation Accuracy: 80.14%
Epoch [396/500], Training Loss: 0.2112, Training Accuracy: 92.53%, Validation Accuracy: 80.82%
Epoch [397/500], Training Loss: 0.2397, Training Accuracy: 91.22%, Validation Accuracy: 80.82%
Epoch [398/500], Training Loss: 0.2038, Training Accuracy: 92.83%, Validation Accuracy: 82.19%
Epoch [399/500], Training Loss: 0.2080, Training Accuracy: 92.24%, Validation Accuracy: 83.56%
Epoch [400/500], Training Loss: 0.2244, Training Accuracy: 91.65%, Validation Accuracy: 81.51%
Epoch [401/500], Training Loss: 0.2181, Training Accuracy: 92.09%, Validation Accuracy: 83.56%
Epoch [402/500], Training Loss: 0.2413, Training Accuracy: 90.92%, Validation Accuracy: 78.77%
Epoch [403/500], Training Loss: 0.2243, Training Accuracy: 90.92%, Validation Accuracy: 79.45%
Epoch [404/500], Training Loss: 0.2380, Training Accuracy: 90.63%, Validation Accuracy: 82.88%
Epoch [405/500], Training Loss: 0.2247, Training Accuracy: 92.39%, Validation Accuracy: 81.51%
Epoch [406/500], Training Loss: 0.2157, Training Accuracy: 91.65%, Validation Accuracy: 82.19%
Epoch [407/500], Training Loss: 0.2621, Training Accuracy: 89.17%, Validation Accuracy: 80.82%
Epoch [408/500], Training Loss: 0.2164, Training Accuracy: 92.39%, Validation Accuracy: 82.88%
Epoch [409/500], Training Loss: 0.2524, Training Accuracy: 89.90%, Validation Accuracy: 84.93%
Epoch [410/500], Training Loss: 0.2299, Training Accuracy: 90.04%, Validation Accuracy: 80.14%
Epoch [411/500], Training Loss: 0.2235, Training Accuracy: 91.95%, Validation Accuracy: 82.19%
Epoch [412/500], Training Loss: 0.2511, Training Accuracy: 89.75%, Validation Accuracy: 80.82%
Epoch [413/500], Training Loss: 0.2094, Training Accuracy: 92.68%, Validation Accuracy: 80.14%
Epoch [414/500], Training Loss: 0.2408, Training Accuracy: 90.63%, Validation Accuracy: 82.19%
Epoch [415/500], Training Loss: 0.2352, Training Accuracy: 90.78%, Validation Accuracy: 83.56%
Epoch [416/500], Training Loss: 0.2048, Training Accuracy: 92.53%, Validation Accuracy: 81.51%
Epoch [417/500], Training Loss: 0.2072, Training Accuracy: 92.39%, Validation Accuracy: 81.51%
Epoch [418/500], Training Loss: 0.2274, Training Accuracy: 92.09%, Validation Accuracy: 82.88%
Epoch [419/500], Training Loss: 0.2020, Training Accuracy: 92.09%, Validation Accuracy: 84.25%
Epoch [420/500], Training Loss: 0.2064, Training Accuracy: 92.68%, Validation Accuracy: 82.88%
Epoch [421/500], Training Loss: 0.2069, Training Accuracy: 93.27%, Validation Accuracy: 82.88%
Epoch [422/500], Training Loss: 0.1762, Training Accuracy: 93.41%, Validation Accuracy: 82.88%
Epoch [423/500], Training Loss: 0.2062, Training Accuracy: 91.22%, Validation Accuracy: 84.25%
Epoch [424/500], Training Loss: 0.1782, Training Accuracy: 94.44%, Validation Accuracy: 84.25%
Epoch [425/500], Training Loss: 0.2110, Training Accuracy: 92.53%, Validation Accuracy: 82.88%
Epoch [426/500], Training Loss: 0.2281, Training Accuracy: 91.95%, Validation Accuracy: 79.45%
Epoch [427/500], Training Loss: 0.2210, Training Accuracy: 91.65%, Validation Accuracy: 82.19%
Epoch [428/500], Training Loss: 0.2094, Training Accuracy: 92.09%, Validation Accuracy: 81.51%
Epoch [429/500], Training Loss: 0.2209, Training Accuracy: 91.07%, Validation Accuracy: 80.14%
Epoch [430/500], Training Loss: 0.1841, Training Accuracy: 92.68%, Validation Accuracy: 80.14%
/home/tanguy/5A/MLChallenge/images_notebook.py:437: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load("cnn_model_tanguy2.pth"))
Epoch [431/500], Training Loss: 0.1926, Training Accuracy: 92.53%, Validation Accuracy: 83.56%
Epoch [432/500], Training Loss: 0.1976, Training Accuracy: 92.68%, Validation Accuracy: 81.51%
Epoch [433/500], Training Loss: 0.2243, Training Accuracy: 91.07%, Validation Accuracy: 84.25%
Epoch [434/500], Training Loss: 0.2074, Training Accuracy: 92.68%, Validation Accuracy: 84.25%
Epoch [435/500], Training Loss: 0.2047, Training Accuracy: 93.12%, Validation Accuracy: 83.56%
Epoch [436/500], Training Loss: 0.1925, Training Accuracy: 92.68%, Validation Accuracy: 81.51%
Epoch [437/500], Training Loss: 0.2291, Training Accuracy: 90.19%, Validation Accuracy: 77.40%
Epoch [438/500], Training Loss: 0.1793, Training Accuracy: 92.83%, Validation Accuracy: 82.19%
Epoch [439/500], Training Loss: 0.1846, Training Accuracy: 92.39%, Validation Accuracy: 82.88%
Epoch [440/500], Training Loss: 0.1832, Training Accuracy: 93.41%, Validation Accuracy: 80.14%
Epoch [441/500], Training Loss: 0.1790, Training Accuracy: 94.14%, Validation Accuracy: 79.45%
Epoch [442/500], Training Loss: 0.1777, Training Accuracy: 93.56%, Validation Accuracy: 79.45%
Epoch [443/500], Training Loss: 0.2052, Training Accuracy: 91.65%, Validation Accuracy: 82.19%
Epoch [444/500], Training Loss: 0.1777, Training Accuracy: 93.70%, Validation Accuracy: 82.88%
Epoch [445/500], Training Loss: 0.1887, Training Accuracy: 92.53%, Validation Accuracy: 80.14%
Epoch [446/500], Training Loss: 0.2065, Training Accuracy: 91.65%, Validation Accuracy: 76.71%
Epoch [447/500], Training Loss: 0.1781, Training Accuracy: 93.41%, Validation Accuracy: 83.56%
Epoch [448/500], Training Loss: 0.1983, Training Accuracy: 92.83%, Validation Accuracy: 78.77%
Epoch [449/500], Training Loss: 0.2136, Training Accuracy: 91.80%, Validation Accuracy: 83.56%
Epoch [450/500], Training Loss: 0.1777, Training Accuracy: 93.41%, Validation Accuracy: 80.82%
Epoch [451/500], Training Loss: 0.2072, Training Accuracy: 91.51%, Validation Accuracy: 82.19%
Epoch [452/500], Training Loss: 0.1998, Training Accuracy: 91.51%, Validation Accuracy: 84.93%
Epoch [453/500], Training Loss: 0.1771, Training Accuracy: 93.27%, Validation Accuracy: 79.45%
Epoch [454/500], Training Loss: 0.2088, Training Accuracy: 92.24%, Validation Accuracy: 81.51%
Epoch [455/500], Training Loss: 0.1921, Training Accuracy: 92.24%, Validation Accuracy: 80.14%
Epoch [456/500], Training Loss: 0.1881, Training Accuracy: 92.68%, Validation Accuracy: 80.14%
Epoch [457/500], Training Loss: 0.1884, Training Accuracy: 91.95%, Validation Accuracy: 81.51%
Epoch [458/500], Training Loss: 0.1757, Training Accuracy: 93.41%, Validation Accuracy: 83.56%
Epoch [459/500], Training Loss: 0.2050, Training Accuracy: 92.83%, Validation Accuracy: 80.82%
Epoch [460/500], Training Loss: 0.1770, Training Accuracy: 93.12%, Validation Accuracy: 82.88%
Epoch [461/500], Training Loss: 0.1870, Training Accuracy: 93.41%, Validation Accuracy: 80.82%
Epoch [462/500], Training Loss: 0.1610, Training Accuracy: 93.85%, Validation Accuracy: 79.45%
Epoch [463/500], Training Loss: 0.1947, Training Accuracy: 93.56%, Validation Accuracy: 80.82%
Epoch [464/500], Training Loss: 0.1657, Training Accuracy: 94.73%, Validation Accuracy: 83.56%
Epoch [465/500], Training Loss: 0.1916, Training Accuracy: 92.09%, Validation Accuracy: 82.19%
Epoch [466/500], Training Loss: 0.1689, Training Accuracy: 94.29%, Validation Accuracy: 82.88%
Epoch [467/500], Training Loss: 0.1809, Training Accuracy: 93.41%, Validation Accuracy: 80.82%
Epoch [468/500], Training Loss: 0.1764, Training Accuracy: 94.29%, Validation Accuracy: 82.19%
Epoch [469/500], Training Loss: 0.1733, Training Accuracy: 92.83%, Validation Accuracy: 78.77%
Epoch [470/500], Training Loss: 0.2099, Training Accuracy: 91.80%, Validation Accuracy: 80.14%
Epoch [471/500], Training Loss: 0.1627, Training Accuracy: 94.29%, Validation Accuracy: 82.88%
Epoch [472/500], Training Loss: 0.1562, Training Accuracy: 94.58%, Validation Accuracy: 82.88%
Epoch [473/500], Training Loss: 0.1962, Training Accuracy: 92.39%, Validation Accuracy: 81.51%
Epoch [474/500], Training Loss: 0.1688, Training Accuracy: 94.29%, Validation Accuracy: 82.19%
Epoch [475/500], Training Loss: 0.1862, Training Accuracy: 92.83%, Validation Accuracy: 81.51%
Epoch [476/500], Training Loss: 0.1607, Training Accuracy: 94.73%, Validation Accuracy: 80.14%
Epoch [477/500], Training Loss: 0.1928, Training Accuracy: 92.09%, Validation Accuracy: 79.45%
Epoch [478/500], Training Loss: 0.1916, Training Accuracy: 91.36%, Validation Accuracy: 81.51%
Epoch [479/500], Training Loss: 0.1867, Training Accuracy: 92.53%, Validation Accuracy: 82.19%
Epoch [480/500], Training Loss: 0.1574, Training Accuracy: 94.88%, Validation Accuracy: 82.88%
Epoch [481/500], Training Loss: 0.1628, Training Accuracy: 94.88%, Validation Accuracy: 80.82%
Epoch [482/500], Training Loss: 0.1772, Training Accuracy: 94.14%, Validation Accuracy: 82.88%
Epoch [483/500], Training Loss: 0.1941, Training Accuracy: 93.27%, Validation Accuracy: 83.56%
Epoch [484/500], Training Loss: 0.1692, Training Accuracy: 93.56%, Validation Accuracy: 82.88%
Epoch [485/500], Training Loss: 0.1586, Training Accuracy: 94.14%, Validation Accuracy: 82.19%
Epoch [486/500], Training Loss: 0.1781, Training Accuracy: 92.97%, Validation Accuracy: 82.19%
Epoch [487/500], Training Loss: 0.1818, Training Accuracy: 93.27%, Validation Accuracy: 82.19%
Epoch [488/500], Training Loss: 0.1615, Training Accuracy: 95.17%, Validation Accuracy: 79.45%
Epoch [489/500], Training Loss: 0.1833, Training Accuracy: 94.00%, Validation Accuracy: 80.82%
Epoch [490/500], Training Loss: 0.1948, Training Accuracy: 92.68%, Validation Accuracy: 80.14%
Epoch [491/500], Training Loss: 0.1571, Training Accuracy: 95.17%, Validation Accuracy: 80.82%
Epoch [492/500], Training Loss: 0.1533, Training Accuracy: 94.88%, Validation Accuracy: 81.51%
Epoch [493/500], Training Loss: 0.1578, Training Accuracy: 93.70%, Validation Accuracy: 78.77%
Epoch [494/500], Training Loss: 0.1789, Training Accuracy: 93.70%, Validation Accuracy: 82.19%
Epoch [495/500], Training Loss: 0.1572, Training Accuracy: 94.14%, Validation Accuracy: 82.19%
Epoch [496/500], Training Loss: 0.1457, Training Accuracy: 94.88%, Validation Accuracy: 80.14%
Epoch [497/500], Training Loss: 0.1735, Training Accuracy: 92.39%, Validation Accuracy: 83.56%
Epoch [498/500], Training Loss: 0.1617, Training Accuracy: 93.12%, Validation Accuracy: 82.19%
Epoch [499/500], Training Loss: 0.1893, Training Accuracy: 92.68%, Validation Accuracy: 82.19%
Epoch [500/500], Training Loss: 0.1675, Training Accuracy: 94.14%, Validation Accuracy: 79.45%
Finished Training
Accuracy of the model on the test set: 68.24%
Mean: tensor([0.5872, 0.4527, 0.4474])
Std: tensor([0.1863, 0.1689, 0.1706])
Accuracy: 71.25%
